Nome,Matricula,Data de Nascimento
Ana Almeida,54808,21/05/2000
Ana Almeida,46373,24/04/1996
Ana Almeida,94614,01/05/1994
Ana Almeida,18800,05/10/1990
Ana Almeida,52080,16/04/1986
Ana Almeida,90120,14/12/1984
Ana Almeida,46711,04/04/1987
Ana Almeida,82037,04/06/1993
Ana Almeida,32195,04/05/1982
Ana Almeida,97121,18/04/2006
Ana Almeida,64247,04/08/1989
Ana Almeida,56299,16/10/1984
Ana Almeida,06231,17/06/2000
Ana Almeida,01778,18/08/1999
Ana Almeida,87077,21/12/2001
Ana Almeida,50365,22/12/1994
Ana Almeida,45972,28/06/1997
Ana Almeida,75546,14/04/2006
Ana Almeida,77570,03/02/1988
Ana Almeida,25672,11/10/1989
Ana Almeida,51206,24/04/1988
Ana Almeida,81299,04/06/1985
Ana Almeida,06817,05/12/2005
Ana Almeida,89980,16/04/2005
Ana Almeida,17056,04/11/2003
Ana Almeida,01195,17/07/2000
Ana Almeida,45249,20/07/1988
Ana Almeida,10999,11/11/1993
Ana Almeida,23821,28/11/1991
Ana Almeida,62531,17/12/1990
Ana Almeida,74431,25/01/1991
Ana Almeida,82495,02/05/1991
Ana Almeida,45029,11/06/2006
Ana Almeida,28478,14/05/1984
Ana Almeida,89541,15/07/1982
Ana Almeida,78273,05/08/2004
Ana Almeida,16010,04/02/2000
Ana Almeida,05245,04/11/1980
Ana Almeida,07321,04/06/1990
Ana Almeida,13469,18/02/1986
Ana Almeida,81013,25/03/1999
Ana Almeida,77729,18/07/1996
Ana Almeida,11836,23/07/1996
Ana Almeida,00478,11/01/2005
Ana Almeida,50895,10/07/1988
Ana Almeida,75499,17/04/1995
Ana Almeida,07688,28/08/1996
Ana Almeida,25186,25/04/1998
Ana Almeida,19941,02/06/1988
Ana Almeida,36216,28/01/1980
Ana Almeida,46623,15/02/2003
Ana Almeida,44085,01/11/1991
Ana Almeida,65895,14/03/1994
Ana Almeida,46201,24/12/1985
Ana Almeida,75188,28/04/1981
Ana Almeida,51723,26/05/2005
Ana Almeida,94941,01/12/2001
Ana Almeida,46578,28/01/2003
Ana Almeida,12259,07/05/1981
Ana Almeida,88850,08/03/1989
Ana Almeida,76680,27/10/1992
Ana Almeida,95700,05/04/1984
Ana Almeida,24975,23/05/1995
Ana Almeida,30490,08/04/1995
Ana Almeida,86802,02/06/1983
Ana Almeida,30162,07/05/1987
Ana Almeida,21304,27/02/1983
Ana Almeida,85879,02/06/2002
Ana Almeida,33008,03/11/1989
Ana Almeida,15353,01/08/1999
Ana Almeida,61045,19/01/1998
Ana Almeida,24143,20/02/1999
Ana Almeida,74701,12/02/1996
Ana Almeida,06211,06/04/1989
Ana Almeida,39891,17/12/1992
Ana Almeida,42908,10/06/1996
Ana Almeida,88501,04/10/2002
Ana Almeida,36415,10/02/1981
Ana Almeida,13979,05/02/1981
Ana Almeida,93805,05/01/1994
Ana Almeida,34414,01/01/2001
Ana Almeida,07292,22/11/1984
Ana Almeida,62921,02/11/1989
Ana Almeida,78332,06/01/1998
Ana Almeida,91124,25/08/1998
Ana Almeida,87710,21/04/1989
Ana Almeida,62674,14/09/1994
Ana Almeida,68762,06/10/1996
Ana Almeida,35099,12/02/1995
Ana Almeida,58874,26/05/1991
Ana Almeida,76541,07/07/1985
Ana Almeida,85361,14/09/2006
Ana Almeida,18877,19/11/2000
Ana Almeida,91039,03/11/1986
Ana Almeida,37601,23/07/1989
Ana Almeida,46182,09/09/1981
Ana Almeida,16997,07/09/1990
Ana Almeida,19700,13/05/1997
Ana Almeida,55713,19/07/1991
Ana Almeida,05676,27/08/1992
Ana Almeida,49399,06/09/1993
Ana Almeida,31715,21/07/1998
Ana Almeida,41060,06/06/1989
Ana Almeida,56596,24/09/1994
Ana Almeida,02304,15/05/2006
Ana Almeida,45200,15/12/2001
Ana Almeida,79443,28/08/1996
Ana Almeida,71203,25/05/2000
Ana Almeida,63767,21/09/1997
Ana Almeida,63586,17/03/1999
Ana Almeida,90721,26/08/2006
Ana Almeida,52911,19/02/1982
Ana Almeida,61540,10/11/1997
Ana Almeida,06704,24/04/1987
Ana Almeida,01463,08/07/1999
Ana Almeida,95995,14/09/1981
Ana Almeida,58054,23/08/1985
Ana Almeida,42679,01/05/2003
Ana Almeida,55774,16/01/1989
Ana Almeida,85611,13/01/1995
Ana Almeida,89428,18/07/1982
Ana Almeida,87888,07/01/2005
Ana Almeida,61135,18/02/1981
Ana Almeida,13898,07/10/1984
Ana Almeida,14803,10/11/1981
Ana Almeida,98862,23/05/1985
Ana Almeida,05424,14/05/2003
Ana Almeida,71672,13/08/1994
Ana Almeida,87413,25/07/1993
Ana Almeida,08037,04/06/1996
Ana Almeida,57113,21/02/2000
Ana Almeida,62967,08/09/1982
Ana Almeida,65590,10/03/1991
Ana Almeida,18020,05/12/1991
Ana Almeida,21023,16/03/1985
Ana Almeida,45515,12/03/1982
Ana Almeida,26302,04/09/1996
Ana Almeida,67935,23/09/2006
Ana Almeida,43526,21/06/2003
Ana Almeida,90913,05/02/2005
Ana Almeida,41340,14/04/1997
Ana Almeida,25733,16/07/2001
Ana Almeida,73658,17/10/2004
Ana Almeida,11586,28/09/2000
Ana Almeida,67057,11/06/1997
Ana Almeida,00961,05/12/1996
Ana Almeida,73713,04/11/1991
Ana Almeida,42706,14/04/1985
Ana Almeida,32560,15/03/1993
Ana Almeida,95313,22/07/1988
Ana Almeida,56053,03/07/1985
Ana Almeida,70571,08/11/1984
Ana Almeida,76492,24/06/2005
Ana Almeida,70833,25/08/1986
Ana Almeida,57145,07/04/2001
Ana Almeida,98530,01/03/1987
Ana Almeida,01510,11/10/2003
Ana Almeida,14442,05/03/2004
Ana Almeida,18122,12/09/2000
Ana Almeida,89221,03/03/1997
Ana Almeida,71210,15/05/2003
Ana Almeida,81633,23/08/1980
Ana Almeida,12543,09/08/1988
Ana Almeida,21949,16/05/1997
Ana Almeida,61849,07/06/2004
Ana Almeida,97864,04/11/2006
Ana Almeida,18480,06/11/1991
Ana Almeida,28159,02/09/1998
Ana Almeida,37517,16/01/2005
Ana Almeida,81272,23/09/1983
Ana Almeida,85132,24/01/1994
Ana Almeida,48680,06/09/1986
Ana Almeida,17882,14/10/1995
Ana Almeida,82446,25/03/1983
Ana Almeida,63506,03/09/1996
Ana Almeida,89196,26/07/1991
Ana Almeida,47060,02/11/1987
Ana Almeida,47629,03/09/1992
Ana Almeida,70693,20/06/1982
Ana Almeida,63509,18/01/1999
Ana Almeida,47378,25/02/1996
Ana Almeida,84942,08/02/2001
Ana Almeida,57203,24/09/1986
Ana Almeida,04451,13/07/1991
Ana Almeida,22910,17/11/2000
Ana Almeida,54286,15/07/1999
Ana Almeida,94000,15/03/2003
Ana Almeida,10611,14/11/1991
Ana Almeida,88061,26/04/1987
Ana Almeida,56969,14/12/1983
Ana Almeida,99360,16/12/2000
Ana Almeida,13176,05/10/2005
Ana Almeida,78509,06/01/1980
Ana Almeida,48593,17/04/1990
Ana Almeida,46135,06/07/1998
Ana Almeida,94674,21/10/2002
Ana Almeida,06775,22/05/1999
Ana Almeida,75330,15/07/1994
Ana Almeida,46221,24/02/1996
Ana Almeida,04831,26/03/1995
Ana Almeida,49456,27/04/2002
Ana Almeida,08070,08/01/2000
Ana Almeida,93372,11/04/1995
Ana Almeida,76726,16/08/1988
Ana Almeida,56889,01/09/2004
Ana Almeida,39071,15/02/2003
Ana Almeida,60242,26/05/1995
Ana Almeida,79524,11/01/2006
Ana Almeida,10368,12/08/2006
Ana Almeida,95519,21/03/1994
Ana Almeida,64555,12/08/1988
Ana Almeida,65889,11/05/1980
Ana Almeida,68496,28/03/1988
Ana Almeida,99046,06/12/1994
Ana Almeida,84406,12/03/1985
Ana Almeida,29960,23/05/1999
Ana Almeida,31867,01/01/1988
Ana Almeida,37121,28/07/1984
Ana Almeida,96970,13/12/1994
Ana Almeida,88077,05/01/1995
Ana Almeida,42192,12/01/1980
Ana Almeida,00612,11/07/1996
Ana Almeida,65586,22/09/1997
Ana Almeida,73807,28/12/1988
Ana Almeida,53640,01/12/1999
Ana Almeida,25696,23/02/1997
Ana Almeida,95683,26/09/1983
Ana Almeida,40659,06/11/1994
Ana Almeida,58566,21/11/1982
Ana Almeida,15215,13/05/2000
Ana Almeida,36271,23/02/1984
Ana Almeida,90468,18/01/2001
Ana Almeida,49760,04/05/1992
Ana Almeida,89046,02/06/1997
Ana Almeida,87394,07/07/2000
Ana Almeida,49358,02/06/1998
Ana Almeida,50635,03/06/1982
Ana Almeida,37940,28/11/1999
Ana Almeida,51864,23/11/1982
Ana Almeida,65203,14/02/1985
Ana Almeida,80839,22/01/2000
Ana Almeida,29003,01/07/2005
Ana Almeida,20572,14/11/1984
Ana Almeida,31189,07/02/2003
Ana Almeida,08338,25/08/1980
Ana Almeida,54185,04/05/1994
Ana Almeida,51068,03/12/1993
Ana Almeida,88410,07/11/2004
Ana Almeida,77853,08/09/1982
Ana Almeida,77384,21/06/1992
Ana Almeida,96393,16/03/2001
Ana Almeida,66008,23/09/1993
Ana Almeida,83775,20/02/2000
Ana Almeida,06081,03/03/2001
Ana Almeida,43839,26/06/2001
Ana Almeida,95195,11/11/1997
Ana Almeida,64947,08/04/1983
Ana Almeida,28216,18/04/1993
Ana Almeida,20679,28/08/1982
Ana Almeida,34853,25/04/1992
Ana Almeida,34194,08/03/1983
Ana Almeida,11215,14/01/2006
Ana Almeida,67808,27/06/1981
Ana Almeida,83369,03/04/1998
Ana Almeida,47717,16/10/1987
Ana Almeida,79859,10/07/1981
Ana Almeida,52428,24/10/2006
Ana Almeida,60651,12/01/1993
Ana Almeida,61953,13/04/1997
Ana Almeida,54248,05/07/1984
Ana Almeida,08747,11/02/2003
Ana Almeida,22693,25/06/2004
Ana Almeida,14974,07/11/1994
Ana Almeida,89553,02/02/1984
Ana Almeida,48794,07/06/2004
Ana Almeida,97175,25/08/1990
Ana Almeida,95895,22/12/1982
Ana Almeida,89994,08/04/1983
Ana Almeida,04697,28/10/2003
Ana Almeida,40149,16/06/1992
Ana Almeida,14622,15/06/1985
Ana Almeida,09309,03/03/1992
Ana Almeida,33002,03/09/2005
Ana Almeida,02578,09/12/1997
Ana Almeida,95953,07/10/2004
Ana Almeida,66497,23/05/1995
Ana Almeida,58170,28/09/1992
Ana Almeida,28612,16/12/1989
Ana Almeida,82943,25/03/1999
Ana Almeida,14411,22/12/1990
Ana Almeida,48940,28/12/1997
Ana Almeida,95761,26/12/1999
Ana Almeida,39726,26/06/2001
Ana Almeida,83638,12/06/1991
Ana Almeida,81989,24/12/1990
Ana Almeida,29626,21/01/1988
Ana Almeida,29082,02/02/1981
Ana Almeida,39344,02/12/1993
Ana Almeida,60392,09/04/1993
Ana Almeida,07110,13/06/2003
Ana Almeida,58580,06/08/1983
Ana Almeida,98092,07/05/1986
Ana Almeida,71383,01/11/1980
Ana Almeida,57845,25/12/2000
Ana Almeida,01828,01/02/2000
Ana Almeida,77793,23/07/1980
Ana Almeida,42284,13/12/1983
Ana Almeida,96085,23/06/1983
Ana Almeida,31112,26/06/1989
Ana Almeida,36773,12/10/2001
Ana Almeida,29535,22/01/2000
Ana Almeida,02735,05/02/1990
Ana Almeida,08216,17/06/2004
Ana Almeida,69215,15/11/1993
Ana Almeida,76065,24/09/1984
Ana Almeida,85620,07/12/1989
Ana Almeida,05919,13/07/1992
Ana Almeida,50995,13/06/1980
Ana Almeida,51547,15/11/2006
Ana Almeida,85854,10/01/1984
Ana Almeida,99294,03/06/1983
Ana Almeida,96906,17/06/1994
Ana Almeida,65912,16/05/1999
Ana Almeida,98857,15/12/1986
Ana Almeida,64291,15/08/1988
Ana Almeida,72539,14/01/1985
Ana Almeida,04611,12/02/1982
Ana Almeida,01681,08/04/2002
Ana Almeida,30358,17/04/1995
Ana Almeida,71974,12/09/1987
Ana Almeida,37679,23/08/1988
Ana Almeida,29701,15/10/1989
Ana Almeida,96656,08/03/1995
Ana Almeida,59606,07/10/1980
Ana Almeida,29091,17/02/2002
Ana Almeida,93659,24/07/2004
Ana Almeida,17531,16/12/2003
Ana Almeida,59931,19/09/1986
Ana Almeida,95979,21/02/1984
Ana Almeida,95546,12/08/1995
Ana Almeida,41902,01/09/1994
Ana Almeida,75009,04/02/1983
Ana Almeida,22636,02/02/2002
Ana Almeida,04852,12/03/2006
Ana Almeida,05233,09/01/1990
Ana Almeida,68833,17/04/1995
Ana Almeida,51425,06/01/1989
Ana Almeida,52706,10/08/1994
Ana Almeida,86577,03/07/1994
Ana Almeida,92264,15/04/2006
Ana Almeida,22888,12/06/1993
Ana Almeida,09543,03/02/2002
Ana Almeida,84004,07/10/2006
Ana Almeida,83795,23/09/2006
Ana Almeida,20525,26/09/1990
Ana Almeida,95148,21/07/1985
Ana Almeida,77723,09/03/1982
Ana Almeida,74165,09/04/2004
Ana Almeida,96331,12/05/1980
Ana Almeida,24889,18/04/2000
Ana Almeida,30564,02/04/1981
Ana Almeida,53271,19/07/1989
Ana Almeida,85209,17/11/1997
Ana Almeida,37211,14/09/1980
Ana Almeida,42831,11/05/1991
Ana Almeida,10337,18/07/1988
Ana Almeida,38237,28/08/1993
Ana Almeida,93572,18/12/2006
Ana Almeida,38894,04/07/1998
Ana Almeida,54221,01/05/1990
Ana Almeida,64226,06/08/1981
Ana Almeida,82457,20/08/1988
Ana Almeida,33499,12/03/2003
Ana Almeida,90941,02/08/1990
Ana Almeida,22667,17/03/1985
Ana Almeida,93225,18/07/1987
Ana Almeida,31725,08/09/1996
Ana Almeida,24262,21/04/2001
Ana Almeida,67475,02/08/2000
Ana Almeida,66720,15/02/1995
Ana Almeida,81889,06/02/1997
Ana Almeida,00139,28/08/1981
Ana Almeida,16227,05/12/1988
Ana Almeida,79143,24/04/1980
Ana Almeida,38524,06/04/1994
Ana Almeida,44215,06/05/2002
Ana Almeida,51707,02/11/1993
Ana Almeida,34985,23/07/1990
Ana Almeida,02819,16/10/2001
Ana Almeida,77764,28/09/1999
Ana Almeida,24279,04/04/1983
Ana Almeida,77536,01/11/1988
Ana Almeida,78843,23/02/1981
Ana Almeida,68120,04/11/1982
Ana Almeida,05095,21/04/1997
Ana Almeida,89028,24/01/1986
Ana Almeida,29885,26/10/2005
Ana Almeida,43390,28/01/2006
Ana Almeida,14006,01/04/2003
Ana Almeida,78364,02/03/2004
Ana Almeida,93793,18/08/1980
Ana Almeida,36295,14/09/1984
Ana Almeida,87095,26/12/1997
Ana Almeida,38090,05/08/1997
Ana Almeida,35729,27/10/2000
Ana Almeida,48765,19/04/1998
Ana Almeida,71940,28/03/2005
Ana Almeida,04905,24/05/1994
Ana Almeida,75400,11/07/1999
Ana Almeida,37226,21/06/1995
Ana Almeida,61275,05/06/1998
Ana Almeida,59588,10/10/2000
Ana Almeida,24548,15/06/2001
Ana Almeida,33160,07/01/1987
Ana Almeida,69155,17/01/1994
Ana Almeida,07362,01/12/1989
Ana Almeida,86996,24/02/2000
Ana Almeida,53437,06/04/1981
Ana Almeida,95101,11/11/1993
Ana Almeida,00887,14/03/1999
Ana Almeida,76688,07/07/1988
Ana Almeida,83844,28/02/1998
Ana Almeida,58476,10/05/1995
Ana Almeida,39002,26/01/1993
Ana Almeida,96481,23/05/1995
Ana Almeida,63484,02/03/1987
Ana Almeida,77510,25/08/1983
Ana Almeida,64765,28/09/2004
Ana Almeida,82786,12/12/2004
Ana Almeida,99311,16/03/1994
Ana Almeida,05821,26/11/2004
Ana Almeida,92781,18/09/1980
Ana Almeida,37711,09/02/1999
Ana Almeida,21093,12/05/1987
Ana Almeida,54924,17/04/1994
Ana Almeida,75179,18/10/1991
Ana Almeida,68904,24/02/1987
Ana Almeida,44124,07/10/1984
Ana Almeida,00310,27/10/1993
Ana Almeida,64433,03/04/1999
Ana Almeida,52386,20/10/2003
Ana Almeida,46959,19/08/2002
Ana Almeida,07971,10/07/1988
Ana Almeida,40719,11/01/1998
Ana Almeida,96690,05/07/2004
Ana Almeida,22215,17/12/1990
Ana Almeida,63984,28/07/2000
Ana Almeida,18321,19/12/1992
Ana Almeida,49046,19/10/1990
Ana Almeida,85520,24/09/1980
Ana Almeida,02931,18/12/1983
Ana Almeida,15811,15/04/2000
Ana Almeida,23756,03/02/2001
Ana Almeida,98151,07/05/1984
Ana Almeida,41431,12/12/1997
Ana Almeida,63039,24/03/1996
Ana Almeida,32150,22/06/1981
Ana Almeida,40578,11/02/1988
Ana Almeida,22053,01/09/2003
Ana Almeida,83014,22/10/1991
Ana Almeida,11421,18/01/1987
Ana Almeida,65646,11/11/1990
Ana Almeida,87522,25/11/1994
Ana Almeida,00038,18/01/2003
Ana Almeida,88167,20/11/1985
Ana Almeida,05579,10/06/2003
Ana Almeida,58342,24/03/2004
Ana Almeida,29969,17/06/1996
Ana Almeida,32887,10/07/2005
Ana Almeida,44147,02/04/1986
Ana Almeida,80703,20/08/1984
Ana Almeida,78146,26/03/2006
Ana Almeida,16254,17/08/1987
Ana Almeida,18690,12/09/1981
Ana Almeida,20201,02/10/1999
Ana Almeida,53471,04/09/1995
Ana Almeida,01674,13/05/2005
Ana Almeida,29467,24/03/1989
Ana Almeida,98881,07/12/1997
Ana Almeida,20702,16/11/2003
Ana Almeida,11738,04/03/1982
Ana Almeida,64640,04/04/1993
Ana Almeida,93340,19/06/1993
Ana Almeida,39755,17/09/1992
Ana Almeida,87972,28/12/1993
Ana Almeida,55509,14/05/2005
Ana Almeida,05568,26/05/1996
Ana Almeida,73307,03/02/1996
Ana Almeida,67314,02/11/1991
Ana Almeida,32508,21/10/2005
Ana Almeida,51783,02/04/2001
Ana Almeida,70043,19/10/1992
Ana Almeida,53854,09/08/1985
Ana Almeida,49181,04/10/1981
Ana Almeida,30738,12/02/1985
Ana Almeida,97575,02/07/2000
Ana Almeida,33224,21/01/1993
Ana Almeida,31357,23/08/2004
Ana Almeida,45902,10/08/1985
Ana Almeida,56226,09/02/1993
Ana Almeida,12016,13/12/1991
Ana Almeida,96737,18/09/1995
Ana Almeida,83585,10/11/2000
Ana Almeida,10379,19/08/1982
Ana Almeida,92030,02/03/2000
Ana Almeida,64050,06/02/1990
Ana Almeida,54492,20/03/2004
Ana Almeida,63894,06/04/1999
Ana Almeida,17816,09/07/2006
Ana Almeida,16120,26/10/2004
Ana Almeida,68836,27/05/1994
Ana Almeida,39373,04/08/1996
Ana Almeida,66835,21/08/2002
Ana Almeida,71172,21/12/1997
Ana Almeida,61945,03/05/2003
Ana Almeida,61188,03/10/2002
Ana Almeida,71390,05/01/1986
Ana Almeida,40757,19/11/1989
Ana Almeida,07133,08/09/1996
Ana Almeida,15999,12/10/1993
Ana Almeida,47396,16/10/1981
Ana Almeida,91248,24/10/1980
Ana Almeida,94708,07/05/1999
Ana Almeida,66707,24/06/1999
Ana Almeida,45210,19/03/1999
Ana Almeida,35596,14/02/1999
Ana Almeida,66044,08/03/1997
Ana Almeida,83427,09/07/1997
Ana Almeida,70073,08/08/1986
Ana Almeida,20587,19/01/2002
Ana Almeida,32534,26/02/2003
Ana Almeida,01474,03/08/1994
Ana Almeida,51512,10/08/1985
Ana Almeida,13105,20/07/1989
Ana Almeida,35097,20/10/1986
Ana Almeida,28848,14/12/1994
Ana Almeida,07873,15/02/1996
Ana Almeida,94599,27/06/1980
Ana Almeida,10929,16/05/1988
Ana Almeida,91164,28/01/1994
Ana Almeida,92936,13/07/1999
Ana Almeida,23476,19/05/1984
Ana Almeida,78071,21/09/1982
Ana Almeida,08865,23/01/1990
Ana Almeida,46289,11/10/1998
Ana Almeida,30574,19/03/1993
Ana Almeida,41958,02/10/1984
Ana Almeida,16887,12/10/1996
Ana Almeida,25817,19/03/1984
Ana Almeida,18261,27/06/1983
Ana Almeida,20979,23/11/1985
Ana Almeida,70230,12/01/1992
Ana Almeida,55135,04/07/2000
Ana Almeida,69134,06/09/1989
Ana Almeida,24984,08/10/1983
Ana Almeida,17754,04/02/1996
Ana Almeida,05798,17/08/1992
Ana Almeida,24737,18/04/1986
Ana Almeida,63551,27/08/2003
Ana Almeida,41359,17/11/2003
Ana Almeida,74875,08/01/1987
Ana Almeida,30819,25/12/1994
Ana Almeida,88597,07/02/1986
Ana Almeida,03472,19/01/1998
Ana Almeida,06642,12/03/1997
Ana Almeida,96198,28/04/1985
Ana Almeida,73521,16/04/1992
Ana Almeida,03875,05/07/1988
Ana Almeida,79686,16/02/1992
Ana Almeida,95031,17/11/2004
Ana Almeida,81340,11/07/1986
Ana Almeida,93870,08/07/1987
Ana Almeida,92010,21/08/2000
Ana Almeida,53549,06/11/1980
Ana Almeida,96729,04/08/2004
Ana Almeida,60971,27/07/1981
Ana Almeida,83536,04/05/1988
Ana Almeida,05254,26/12/1983
Ana Almeida,22690,19/02/1997
Ana Almeida,65150,02/08/1983
Ana Almeida,01759,28/02/1981
Ana Almeida,53937,14/04/1994
Ana Almeida,59998,25/04/1981
Ana Almeida,34279,03/08/1994
Ana Almeida,93827,12/04/1982
Ana Almeida,18600,24/12/1981
Ana Almeida,64142,06/12/1994
Ana Almeida,35118,19/02/2005
Ana Almeida,64276,02/02/1988
Ana Almeida,74078,23/02/1995
Ana Almeida,69508,04/09/2002
Ana Almeida,81790,06/08/1991
Ana Almeida,74623,26/06/1987
Ana Almeida,80619,20/10/1993
Ana Almeida,68318,01/08/1983
Ana Almeida,35327,18/01/1989
Ana Almeida,09617,06/03/1991
Ana Almeida,48812,16/12/1985
Ana Almeida,17801,28/04/1989
Ana Almeida,46944,20/09/1985
Ana Almeida,73452,10/03/1990
Ana Almeida,37513,16/09/1989
Ana Almeida,03508,02/01/1994
Ana Almeida,32408,01/09/1999
Ana Almeida,52658,07/05/2003
Ana Almeida,19786,05/07/1993
Ana Almeida,55240,01/12/2005
Ana Almeida,17586,01/09/1993
Ana Almeida,62912,15/03/1987
Ana Almeida,25099,01/05/1981
Ana Almeida,69100,03/07/1998
Ana Almeida,59826,02/07/1983
Ana Almeida,90917,12/12/2005
Ana Almeida,14218,04/09/1981
Ana Almeida,92391,05/12/1989
Ana Almeida,10949,13/06/1994
Ana Almeida,91158,20/10/1990
Ana Almeida,40625,21/03/2000
Ana Almeida,49826,23/12/2005
Ana Almeida,66548,03/05/1984
Ana Almeida,11248,21/08/1996
Ana Almeida,04682,05/01/2002
Ana Almeida,76351,18/12/1988
Ana Almeida,88857,28/01/1997
Ana Almeida,43174,11/04/2004
Ana Almeida,35758,16/02/2004
Ana Almeida,03096,28/03/1987
Ana Almeida,70810,12/01/1983
Ana Almeida,64453,01/09/2006
Ana Almeida,29940,25/07/1991
Ana Almeida,81487,02/08/1995
