Nome,Matricula,Data de Nascimento
Ana Almeida,95049,02/03/2006
Ana Almeida,91617,23/05/1998
Ana Almeida,34620,28/04/1986
Ana Almeida,38023,24/06/1994
Ana Almeida,62942,25/04/1989
Ana Almeida,14479,05/09/2004
Ana Almeida,46110,10/11/1991
Ana Almeida,04516,03/03/2003
Ana Almeida,16356,11/12/1993
Ana Almeida,15021,06/11/1990
Ana Almeida,98915,16/07/1997
Ana Almeida,13145,02/05/2004
Ana Almeida,59127,27/12/1981
Ana Almeida,90509,21/07/1993
Ana Almeida,08848,02/10/1996
Ana Almeida,27308,25/03/1989
Ana Almeida,65176,26/12/1993
Ana Almeida,39990,02/01/1999
Ana Almeida,92151,08/12/1987
Ana Almeida,76586,15/08/2004
Ana Almeida,34396,02/07/1995
Ana Almeida,93739,01/01/2005
Ana Almeida,62152,01/02/1986
Ana Almeida,94394,21/01/1988
Ana Almeida,67645,16/02/1985
Ana Almeida,05508,20/12/1991
Ana Almeida,63127,02/04/2001
Ana Almeida,85412,20/01/1992
Ana Almeida,05068,09/04/1989
Ana Almeida,26009,19/11/1998
Ana Almeida,39168,09/03/1986
Ana Almeida,59799,08/11/1988
Ana Almeida,22134,09/09/2003
Ana Almeida,23470,18/09/1992
Ana Almeida,50563,26/11/2000
Ana Almeida,11351,16/03/1988
Ana Almeida,31403,07/02/2004
Ana Almeida,02392,03/07/1986
Ana Almeida,16598,24/04/2003
Ana Almeida,74136,17/06/2006
Ana Almeida,78343,28/03/1998
Ana Almeida,70442,24/08/1980
Ana Almeida,80187,15/06/2004
Ana Almeida,34386,19/10/2005
Ana Almeida,94960,10/09/1996
Ana Almeida,03512,22/02/1988
Ana Almeida,90576,22/08/1994
Ana Almeida,83323,24/10/1995
Ana Almeida,95521,26/04/1986
Ana Almeida,57158,14/04/1992
Ana Almeida,87375,07/04/1991
Ana Almeida,14375,10/02/2003
Ana Almeida,48482,10/03/1996
Ana Almeida,97901,26/08/1992
Ana Almeida,96597,01/07/1990
Ana Almeida,09644,11/07/1980
Ana Almeida,97587,12/02/1991
Ana Almeida,73090,23/08/1995
Ana Almeida,61699,16/09/1998
Ana Almeida,96802,04/12/1997
Ana Almeida,28735,11/11/1997
Ana Almeida,62245,21/01/1990
Ana Almeida,70584,06/11/2002
Ana Almeida,49650,11/02/1988
Ana Almeida,32565,15/05/1994
Ana Almeida,54916,24/02/1997
Ana Almeida,79211,05/06/1998
Ana Almeida,23016,10/01/1987
Ana Almeida,11699,03/05/1982
Ana Almeida,97296,05/11/2004
Ana Almeida,13391,15/03/1999
Ana Almeida,61961,12/05/2000
Ana Almeida,15233,06/02/2002
Ana Almeida,22683,22/01/2006
Ana Almeida,88886,11/05/2006
Ana Almeida,56129,11/03/1984
Ana Almeida,08415,09/09/2004
Ana Almeida,00553,20/04/1989
Ana Almeida,42797,12/02/1996
Ana Almeida,93520,04/09/2001
Ana Almeida,79086,08/08/1990
Ana Almeida,69929,02/12/1989
Ana Almeida,44426,20/04/1998
Ana Almeida,57953,11/04/1983
Ana Almeida,09191,04/09/1984
Ana Almeida,85170,07/01/1994
Ana Almeida,15338,08/08/1988
Ana Almeida,78182,22/06/1985
Ana Almeida,46056,25/03/2006
Ana Almeida,01129,03/10/2001
Ana Almeida,32086,09/01/1986
Ana Almeida,70530,28/02/1988
Ana Almeida,62286,27/09/1997
Ana Almeida,39233,10/06/1999
Ana Almeida,47788,06/11/1983
Ana Almeida,75023,01/02/1999
Ana Almeida,46001,07/06/1983
Ana Almeida,71999,27/10/1999
Ana Almeida,53596,16/06/1989
Ana Almeida,49050,23/02/2004
Ana Almeida,56598,17/03/1998
Ana Almeida,88301,04/01/2006
Ana Almeida,23393,20/09/2000
Ana Almeida,16388,22/08/1982
Ana Almeida,59970,28/10/1989
Ana Almeida,11183,12/12/1992
Ana Almeida,98461,23/10/1998
Ana Almeida,83009,05/03/1980
Ana Almeida,01160,05/05/1997
Ana Almeida,31179,28/03/1985
Ana Almeida,99575,23/11/1988
Ana Almeida,28026,01/08/1988
Ana Almeida,68562,12/08/2003
Ana Almeida,34406,04/09/1986
Ana Almeida,18160,04/05/2003
Ana Almeida,03206,15/06/1997
Ana Almeida,56192,16/01/1989
Ana Almeida,50829,25/01/2003
Ana Almeida,45216,27/06/1989
Ana Almeida,80034,23/04/1993
Ana Almeida,28713,05/11/1997
Ana Almeida,96010,12/04/1992
Ana Almeida,20295,17/09/2001
Ana Almeida,07583,28/10/1990
Ana Almeida,55238,12/10/2004
Ana Almeida,03773,11/07/1983
Ana Almeida,93970,02/09/1981
Ana Almeida,85854,18/03/1995
Ana Almeida,75871,07/09/2000
Ana Almeida,43940,16/03/2000
Ana Almeida,38467,21/08/1995
Ana Almeida,56090,02/03/1985
Ana Almeida,18231,24/09/1993
Ana Almeida,99529,12/10/1983
Ana Almeida,78716,13/09/2001
Ana Almeida,31128,17/06/1996
Ana Almeida,75708,25/08/2000
Ana Almeida,51233,12/08/2002
Ana Almeida,98075,22/03/1991
Ana Almeida,32237,14/11/1990
Ana Almeida,10722,24/06/1996
Ana Almeida,26161,16/07/1984
Ana Almeida,20613,09/02/2006
Ana Almeida,60342,17/05/1993
Ana Almeida,81377,24/12/1990
Ana Almeida,33189,16/10/1981
Ana Almeida,97058,04/08/1980
Ana Almeida,12516,27/10/2001
Ana Almeida,82728,01/09/1988
Ana Almeida,87681,21/08/2005
Ana Almeida,07773,21/05/1985
Ana Almeida,92299,08/05/2005
Ana Almeida,82449,03/03/1986
Ana Almeida,56526,16/12/1981
Ana Almeida,98356,13/01/1983
Ana Almeida,85744,16/11/1997
Ana Almeida,70681,13/01/2006
Ana Almeida,75590,05/04/1992
Ana Almeida,99396,10/05/2001
Ana Almeida,35092,26/11/1993
Ana Almeida,09030,18/03/1982
Ana Almeida,85629,23/04/1991
Ana Almeida,01626,13/10/1983
Ana Almeida,87386,01/10/1986
Ana Almeida,91523,03/11/1984
Ana Almeida,78705,15/08/2006
Ana Almeida,08144,06/05/1988
Ana Almeida,79271,02/09/1980
Ana Almeida,16151,20/02/1987
Ana Almeida,90622,02/10/1990
Ana Almeida,12601,28/07/2002
Ana Almeida,11453,13/12/1980
Ana Almeida,67735,09/10/1994
Ana Almeida,24525,27/11/1994
Ana Almeida,15372,13/06/1991
Ana Almeida,14257,21/09/1994
Ana Almeida,27351,12/05/1995
Ana Almeida,13982,26/05/1986
Ana Almeida,02607,06/01/1989
Ana Almeida,01566,24/11/2003
Ana Almeida,97202,15/08/2006
Ana Almeida,28621,18/04/2004
Ana Almeida,88500,15/01/1992
Ana Almeida,89200,12/02/1981
Ana Almeida,56480,11/06/1983
Ana Almeida,96357,04/12/1995
Ana Almeida,27913,01/01/1983
Ana Almeida,98060,16/04/1993
Ana Almeida,63537,03/10/1987
Ana Almeida,24296,08/11/1997
Ana Almeida,32223,16/04/2000
Ana Almeida,00077,22/09/2005
Ana Almeida,75042,09/12/1990
Ana Almeida,51266,05/03/1983
Ana Almeida,55253,03/10/1989
Ana Almeida,70196,12/06/1985
Ana Almeida,25219,03/02/2001
Ana Almeida,20037,04/01/1999
Ana Almeida,05970,02/07/2005
Ana Almeida,57263,12/05/1983
Ana Almeida,11892,10/09/1986
Ana Almeida,59952,01/08/1997
Ana Almeida,37123,04/11/1997
Ana Almeida,45242,09/11/1994
Ana Almeida,15378,07/01/1994
Ana Almeida,32859,15/09/1991
Ana Almeida,82355,19/01/1995
Ana Almeida,13821,16/11/1982
Ana Almeida,74047,02/08/1997
Ana Almeida,39140,08/06/1988
Ana Almeida,82071,20/04/1983
Ana Almeida,67043,22/06/1992
Ana Almeida,96818,09/04/1983
Ana Almeida,99666,05/01/1988
Ana Almeida,64043,10/07/1995
Ana Almeida,89948,26/01/1990
Ana Almeida,07722,05/11/1997
Ana Almeida,94440,04/09/1987
Ana Almeida,34994,25/02/1983
Ana Almeida,93858,20/09/1993
Ana Almeida,60807,03/06/1984
Ana Almeida,84487,16/11/2005
Ana Almeida,28652,14/04/1988
Ana Almeida,05050,21/04/1990
Ana Almeida,00103,19/05/1980
Ana Almeida,18539,04/09/1985
Ana Almeida,56439,15/11/1981
Ana Almeida,13275,26/07/1999
Ana Almeida,64826,15/12/1990
Ana Almeida,68989,23/08/2003
Ana Almeida,32229,25/05/2000
Ana Almeida,95894,18/09/1998
Ana Almeida,39100,01/10/2001
Ana Almeida,81228,04/11/2001
Ana Almeida,15004,12/07/1989
Ana Almeida,09966,19/05/2002
Ana Almeida,03951,16/03/1987
Ana Almeida,61576,17/09/1990
Ana Almeida,12149,18/02/1984
Ana Almeida,13771,23/12/1987
Ana Almeida,37031,01/07/1981
Ana Almeida,20901,24/05/1997
Ana Almeida,20061,17/11/1997
Ana Almeida,77276,24/08/1994
Ana Almeida,30616,21/01/1985
Ana Almeida,55050,23/07/1997
Ana Almeida,77620,16/08/1996
Ana Almeida,64943,23/05/2005
Ana Almeida,56385,06/02/1983
Ana Almeida,66364,05/10/1994
Ana Almeida,69645,24/09/1983
Ana Almeida,27956,03/08/1980
Ana Almeida,00543,25/11/2004
Ana Almeida,54635,26/10/1992
Ana Almeida,44565,05/12/2006
Ana Almeida,63379,26/03/1987
Ana Almeida,73889,11/09/1995
Ana Almeida,22174,23/12/1980
Ana Almeida,81534,10/06/2005
Ana Almeida,14229,05/12/1997
Ana Almeida,82974,05/08/2005
Ana Almeida,88987,04/10/2005
Ana Almeida,70684,16/07/1999
Ana Almeida,37603,16/12/1995
Ana Almeida,95420,28/10/1995
Ana Almeida,53159,27/07/1983
Ana Almeida,14408,14/02/1994
Ana Almeida,86168,17/11/2003
Ana Almeida,79706,22/05/1986
Ana Almeida,93634,05/08/1990
Ana Almeida,54188,27/02/1990
Ana Almeida,54713,09/01/1991
Ana Almeida,95016,25/05/1999
Ana Almeida,07261,26/10/1981
Ana Almeida,83447,25/01/2006
Ana Almeida,77213,18/06/1995
Ana Almeida,98499,20/03/2003
Ana Almeida,50140,06/03/1990
Ana Almeida,85041,09/04/2003
Ana Almeida,60235,13/10/2005
Ana Almeida,09952,11/10/1994
Ana Almeida,40301,15/12/1984
Ana Almeida,51196,24/01/1985
Ana Almeida,50867,27/08/2006
Ana Almeida,01054,02/11/1997
Ana Almeida,69543,15/07/1999
Ana Almeida,73009,14/04/2005
Ana Almeida,91496,07/06/1987
Ana Almeida,44181,27/08/1997
Ana Almeida,80596,06/02/2003
Ana Almeida,86836,18/12/1990
Ana Almeida,92943,01/08/1989
Ana Almeida,31044,18/04/1993
Ana Almeida,43099,03/02/1994
Ana Almeida,92764,18/01/1983
Ana Almeida,49835,11/06/1986
Ana Almeida,14325,20/11/1996
Ana Almeida,95944,10/10/2006
Ana Almeida,80091,15/03/1993
Ana Almeida,40261,06/01/1998
Ana Almeida,73711,25/07/1993
Ana Almeida,15127,09/10/1996
Ana Almeida,48237,16/09/1992
Ana Almeida,94228,11/09/1990
Ana Almeida,94669,19/04/1981
Ana Almeida,42261,28/04/1980
Ana Almeida,65096,04/06/1992
Ana Almeida,32062,12/01/2003
Ana Almeida,32646,14/11/1992
Ana Almeida,94979,09/01/1986
Ana Almeida,89087,15/10/1990
Ana Almeida,93402,24/04/1986
Ana Almeida,48389,10/09/1991
Ana Almeida,93466,15/10/1989
Ana Almeida,19486,19/06/1997
Ana Almeida,09576,19/07/1999
Ana Almeida,13999,11/07/1993
Ana Almeida,63207,20/03/1986
Ana Almeida,53602,07/05/2005
Ana Almeida,77283,19/10/1980
Ana Almeida,99243,15/04/2006
Ana Almeida,72260,11/05/2004
Ana Almeida,50281,18/08/1998
Ana Almeida,17755,05/06/1989
Ana Almeida,61839,08/07/1987
Ana Almeida,70640,01/07/2005
Ana Almeida,20695,06/08/1997
Ana Almeida,98288,13/02/2006
Ana Almeida,88581,10/04/1991
Ana Almeida,88576,19/07/2002
Ana Almeida,60641,14/10/1990
Ana Almeida,37512,08/06/2003
Ana Almeida,40325,26/09/1981
Ana Almeida,88211,10/04/1994
Ana Almeida,30957,12/06/1989
Ana Almeida,60175,25/10/1997
Ana Almeida,19147,26/09/1988
Ana Almeida,18280,17/11/1980
Ana Almeida,76061,22/05/2003
Ana Almeida,39992,11/06/1987
Ana Almeida,55434,04/01/1994
Ana Almeida,09042,15/10/1988
Ana Almeida,02036,19/06/1997
Ana Almeida,92135,15/03/2000
Ana Almeida,35320,26/02/1985
Ana Almeida,31234,09/03/1990
Ana Almeida,22467,17/04/1997
Ana Almeida,22581,23/08/1994
Ana Almeida,05773,22/03/2002
Ana Almeida,24990,22/10/1999
Ana Almeida,74989,05/09/1998
Ana Almeida,86939,18/11/1992
Ana Almeida,09446,10/06/1986
Ana Almeida,64338,24/06/1993
Ana Almeida,94690,03/02/2005
Ana Almeida,40715,20/12/1996
Ana Almeida,88275,07/11/1997
Ana Almeida,50519,09/06/1996
Ana Almeida,48670,12/10/1993
Ana Almeida,90797,27/12/1997
Ana Almeida,81673,01/03/1983
Ana Almeida,11482,24/07/2001
Ana Almeida,47498,18/10/2001
Ana Almeida,62568,24/05/2003
Ana Almeida,70896,07/03/1991
Ana Almeida,33998,04/02/1987
Ana Almeida,94816,24/11/2006
Ana Almeida,30774,20/08/1999
Ana Almeida,45570,02/05/1998
Ana Almeida,45681,02/06/1981
Ana Almeida,15379,18/08/1995
Ana Almeida,28933,28/11/1983
Ana Almeida,69783,08/07/1991
Ana Almeida,82468,21/04/1982
Ana Almeida,08094,19/02/1993
Ana Almeida,19712,02/12/1980
Ana Almeida,35155,10/08/1990
Ana Almeida,27397,28/07/1996
Ana Almeida,83856,12/11/1982
Ana Almeida,31164,22/02/1991
Ana Almeida,39236,24/08/2000
Ana Almeida,53082,23/04/2000
Ana Almeida,90391,15/01/1990
Ana Almeida,50021,21/01/1980
Ana Almeida,65477,14/06/1983
Ana Almeida,10921,26/09/1980
Ana Almeida,18789,19/03/1998
Ana Almeida,24728,08/08/2006
Ana Almeida,45546,09/08/1981
Ana Almeida,65151,19/05/1997
Ana Almeida,37594,28/01/1987
Ana Almeida,60144,19/07/1983
Ana Almeida,46595,05/06/1988
Ana Almeida,64657,20/09/1989
Ana Almeida,60253,18/12/2005
Ana Almeida,32733,11/06/1988
Ana Almeida,93228,22/06/2004
Ana Almeida,93133,09/01/1999
Ana Almeida,46090,09/05/1999
Ana Almeida,76758,03/05/2000
Ana Almeida,19681,02/03/2000
Ana Almeida,43643,05/10/2004
Ana Almeida,56018,09/09/1982
Ana Almeida,13931,26/10/2002
Ana Almeida,98219,26/05/1996
Ana Almeida,27730,16/01/1987
Ana Almeida,53424,28/12/2003
Ana Almeida,94517,08/11/1998
Ana Almeida,55187,06/06/1988
Ana Almeida,22383,04/04/1998
Ana Almeida,02707,17/02/1981
Ana Almeida,13335,04/11/1990
Ana Almeida,84829,02/05/1996
Ana Almeida,25517,17/01/1989
Ana Almeida,31895,03/06/1995
Ana Almeida,73158,03/07/2005
Ana Almeida,31529,03/04/1996
Ana Almeida,04511,12/05/1986
Ana Almeida,09321,10/10/1982
Ana Almeida,78353,19/05/1994
Ana Almeida,29109,16/03/1989
Ana Almeida,63851,07/03/1985
Ana Almeida,74878,25/10/1985
Ana Almeida,32995,01/08/2001
Ana Almeida,27585,02/09/1990
Ana Almeida,09975,17/07/1999
Ana Almeida,84567,13/06/1982
Ana Almeida,77575,25/10/1981
Ana Almeida,40753,02/05/1992
Ana Almeida,57951,13/02/1996
Ana Almeida,21249,25/09/1992
Ana Almeida,24172,05/06/2003
Ana Almeida,71312,21/01/2001
Ana Almeida,84710,26/12/1996
Ana Almeida,68326,18/12/1997
Ana Almeida,79248,17/07/1994
Ana Almeida,33575,08/01/1981
Ana Almeida,71638,11/07/2001
Ana Almeida,16048,07/05/2001
Ana Almeida,33931,23/05/1991
Ana Almeida,63681,08/05/1989
Ana Almeida,51289,19/04/1994
Ana Almeida,75823,12/01/1996
Ana Almeida,52052,15/12/1988
Ana Almeida,15137,24/01/2005
Ana Almeida,30834,27/07/2004
Ana Almeida,94266,28/12/2002
Ana Almeida,92600,05/10/1988
Ana Almeida,37483,21/04/1999
Ana Almeida,52036,26/03/1981
Ana Almeida,03793,21/05/1984
Ana Almeida,88263,18/10/1985
Ana Almeida,34660,14/01/2000
Ana Almeida,63498,08/12/2005
Ana Almeida,50365,25/11/1983
Ana Almeida,04230,23/07/1985
Ana Almeida,52394,19/11/1993
Ana Almeida,96473,14/05/2001
Ana Almeida,75384,18/11/1980
Ana Almeida,84420,23/01/1986
Ana Almeida,46653,15/07/2000
Ana Almeida,17257,16/03/1990
Ana Almeida,51642,09/02/1980
Ana Almeida,60362,23/01/1986
Ana Almeida,54954,15/07/1997
Ana Almeida,22496,19/08/1999
Ana Almeida,51794,22/04/1980
Ana Almeida,63684,22/05/2003
Ana Almeida,51004,13/01/2006
Ana Almeida,09228,06/10/1988
Ana Almeida,76963,02/09/1992
Ana Almeida,83280,07/10/1993
Ana Almeida,78422,07/08/1984
Ana Almeida,15483,06/05/1994
Ana Almeida,20819,17/08/2000
Ana Almeida,29962,04/06/1991
Ana Almeida,30929,26/11/1999
Ana Almeida,42038,11/04/1980
Ana Almeida,01512,01/11/1988
Ana Almeida,39584,02/10/2002
Ana Almeida,84600,20/03/1984
Ana Almeida,01234,20/06/2004
Ana Almeida,95394,14/02/1992
Ana Almeida,40949,06/12/1993
Ana Almeida,96182,10/08/1995
Ana Almeida,80965,10/05/1996
Ana Almeida,58121,02/06/1992
Ana Almeida,11060,03/06/1993
Ana Almeida,85983,26/12/1980
Ana Almeida,34188,14/06/1992
Ana Almeida,04633,28/09/1980
Ana Almeida,83960,02/11/2000
Ana Almeida,29969,09/05/1999
Ana Almeida,00159,15/01/1984
Ana Almeida,85444,20/04/1996
Ana Almeida,38572,07/05/1999
Ana Almeida,05774,14/02/2002
Ana Almeida,09307,11/08/1992
Ana Almeida,83125,18/03/1981
Ana Almeida,52984,23/09/1993
Ana Almeida,98939,03/08/1991
Ana Almeida,29323,23/05/1989
Ana Almeida,21618,27/10/1999
Ana Almeida,06822,04/07/1992
Ana Almeida,51059,23/03/1991
Ana Almeida,77903,24/06/2004
Ana Almeida,65703,14/03/1995
Ana Almeida,96348,12/03/1982
Ana Almeida,21962,14/01/1981
Ana Almeida,72937,20/12/2004
Ana Almeida,00472,18/03/2003
Ana Almeida,67356,04/01/1985
Ana Almeida,40507,10/05/1990
Ana Almeida,87772,12/03/1987
Ana Almeida,94040,21/08/1982
Ana Almeida,14330,23/01/1983
Ana Almeida,32681,14/03/1996
Ana Almeida,89656,02/07/2004
Ana Almeida,14512,02/04/1983
Ana Almeida,88188,02/12/1994
Ana Almeida,90349,08/09/1995
Ana Almeida,96345,15/10/1996
Ana Almeida,38579,10/06/1980
Ana Almeida,94559,06/11/1996
Ana Almeida,48826,12/04/1984
Ana Almeida,75281,22/10/1981
Ana Almeida,57592,01/08/1989
Ana Almeida,22696,02/03/1992
Ana Almeida,52081,16/11/1987
Ana Almeida,92668,24/09/1996
Ana Almeida,10429,10/05/2002
Ana Almeida,50541,22/06/1988
Ana Almeida,92483,12/01/2003
Ana Almeida,37441,23/12/2000
Ana Almeida,27130,14/10/1988
Ana Almeida,09633,03/04/1992
Ana Almeida,89152,03/04/1998
Ana Almeida,91761,17/02/1988
Ana Almeida,46761,21/07/1994
Ana Almeida,91247,01/07/1988
Ana Almeida,02544,07/06/1987
Ana Almeida,92668,05/06/1988
Ana Almeida,63222,15/07/1986
Ana Almeida,95592,14/04/1995
Ana Almeida,33718,19/11/1993
Ana Almeida,18530,13/09/1986
Ana Almeida,17803,26/01/1983
Ana Almeida,92403,01/07/1989
Ana Almeida,45782,18/06/1987
Ana Almeida,37516,10/12/1980
Ana Almeida,56010,17/10/1998
Ana Almeida,31472,03/01/2006
Ana Almeida,85092,16/11/2002
Ana Almeida,14096,09/05/2003
Ana Almeida,31651,27/03/1998
Ana Almeida,99519,03/02/1994
Ana Almeida,48445,22/10/1985
Ana Almeida,32608,21/11/1995
Ana Almeida,29419,21/02/1984
Ana Almeida,22025,12/06/2000
Ana Almeida,66365,23/06/2002
Ana Almeida,13397,11/06/1985
